survey;station;ss;dat;LON;LAT;gear;timestart;timestop;Durat_min;Durat_hrs;geardepthstart;opr;weight;Catch_hr_gear
2013002;1;2013002001;28.May.13;37,43016667;19,46466667;TB;25.06.2013 13:30:00;25.06.2013 06:55:00;1045;17,41666667;12;TW;0;0
2012901;1;2012901001;01.Nov.12;37,6165;19,149;TB;25.06.2013 18:30:00;25.06.2013 06:50:00;700;11,66666667;0;EO;12,18;1,044
2012901;2;2012901002;03.Nov.12;38,48333333;18,71666667;TB;25.06.2013 06:59:00;25.06.2013 09:00:00;1561;26,01666667;6;EO;0;0
2013002;2;2013002002;28.May.13;37,42916667;19,45133333;TB;25.06.2013 13:40:00;25.06.2013 07:00:00;1039,98;17,333;10;SH;0;0
2013002;3;2013002003;28.May.13;37,42716667;19,467;TB;25.06.2013 13:50:00;25.06.2013 07:15:00;1045;17,41666667;12;MA;0;0
2012901;3;2012901003;03.Nov.12;38,48333333;18,71666667;TB;25.06.2013 07:10:00;25.06.2013 08:40:00;1530;25,5;6;EO;9,65;0,378431373
2012901;4;2012901004;03.Nov.12;38,48333333;18,71666667;TB;25.06.2013 06:50:00;25.06.2013 09:00:00;1570;26,16666667;9;A N;0;0
2013002;4;2013002004;28.May.13;37,42833333;19,46183333;TB;25.06.2013 13:55:00;25.06.2013 06:30:00;995;16,58333333;16;MA;0,35;0,021105528
2013002;5;2013002005;28.May.13;37,42516667;19,46183333;TB;25.06.2013 16:05:00;25.06.2013 06:40:00;875;14,58333333;60;MA;8,93;0,612342857
2012901;5;2012901005;04.Nov.12;38,48333333;18,71666667;TB;25.06.2013 07:21:00;25.06.2013 08:20:00;780;13;5;A N;4,5;0,346153846
2013002;6;2013002006;28.May.13;37,43083333;19,4575;TB;25.06.2013 16:19:00;25.06.2013 07:44:00;925;15,41666667;65;MA;0;0
2012901;6;2012901006;04.Nov.12;38,48333333;18,71666667;TB;25.06.2013 07:29:00;25.06.2013 08:15:00;1486;24,76666667;5;A.M;1,265;0,051076716
2012901;7;2012901007;03.Nov.12;38,46666667;18,73333333;TB;25.06.2013 09:45:00;25.06.2013 10:00:00;1454,98;24,24966667;0;A.M;0;0
2013002;7;2013002007;28.May.13;37,42883333;19,46083333;TB;25.06.2013 16:40:00;25.06.2013 07:30:00;889,98;14,833;56;MA;0,57;0,03842783
2013002;8;2013002008;28.May.13;37,43133333;19,46283333;GN;25.06.2013 18:30:00;25.06.2013 06:30:00;720;12;0;MA;16,63;1,385833333
2012901;8;2012901008;03.Nov.12;38,46666667;18,73333333;TB;25.06.2013 10:30:00;25.06.2013 15:36:00;1746;29,1;18;SMS;7,66;0,263230241
2013002;9;2013002009;29.May.13;37,71283333;18,919;GN;25.06.2013 17:51:00;25.06.2013 08:46:00;894,98;14,91633333;25;MA;6,64;0,445149612
2012901;9;2012901009;03.Nov.12;38,46666667;18,74233333;TB;25.06.2013 11:05:00;25.06.2013 15:45:00;1720;28,66666667;20;SMS;0;0
2012901;10;2012901010;03.Nov.12;38,468;18,743;TB;25.06.2013 11:20:00;25.06.2013 15:50:00;1710;28,5;70;SMS;0;0
2013002;10;2013002010;29.May.13;37,7065;18,92116667;GN;25.06.2013 18:01:00;25.06.2013 06:52:00;770,98;12,84966667;27;MA;16,79;1,306648681
2012901;11;2012901011;03.Nov.12;38,47716667;18,74133333;TB;25.06.2013 11:30:00;25.06.2013 16:10:00;1720;28,66666667;66;SMS;0;0
2013002;11;2013002011;07.Jun.13;37,62733333;19,12883333;TB;25.06.2013 15:29:00;25.06.2013 07:23:00;953,98;15,89966667;22;MA;3,34;0,210067297
2012901;12;2012901012;03.Nov.12;38,47266667;18,73816667;TB;25.06.2013 12:00:00;25.06.2013 16:20:00;1699,98;28,333;53;SMS;0;0
2013002;12;2013002012;29.May.13;37,686;18,93783333;TB;25.06.2013 18:31:00;25.06.2013 07:34:00;783;13,05;29;MA;0;0
2013002;13;2013002013;29.May.13;37,66866667;18,94316667;TB;25.06.2013 18:42:00;25.06.2013 07:44:00;782;13,03333333;30;MA;0;0
2012901;13;2012901013;03.Nov.12;38,47816667;18,73833333;TB;25.06.2013 12:05:00;25.06.2013 16:45:00;1720;28,66666667;70;SMS;0;0
2012901;14;2012901014;03.Nov.12;38,47283333;18,74633333;TB;25.06.2013 13:00:00;25.06.2013 07:40:00;1120;18,66666667;22;SMS;0;0
2013002;14;2013002014;29.May.13;37,66866667;18,94633333;TB;25.06.2013 18:57:00;25.06.2013 07:59:00;782;13,03333333;15;MA;3,75;0,287723785
2012901;15;2012901015;03.Nov.12;38,5015;18,74333333;TB;25.06.2013 03:11:00;25.06.2013 07:15:00;1683,98;28,06633333;18;A.M;7,61;0,271143363
2013002;15;2013002015;29.May.13;37,68683333;18,9355;TB;25.06.2013 19:12:00;25.06.2013 07:21:00;728,98;12,14966667;28;MA;0;0
2013002;16;2013002016;29.May.13;37,71766667;18,9175;GN;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;19,96;0,831666667
2012901;16;2012901016;03.Nov.12;38,50183333;18,7445;TB;25.06.2013 13:15:00;25.06.2013 07:45:00;1110;18,5;23;;4,7;0,254054054
2012901;17;2012901017;03.Nov.12;38,50216667;18,7445;TB;25.06.2013 13:20:00;25.06.2013 07:25:00;1805;30,08333333;23;A.M;1,72;0,057174515
2013002;17;2013002017;29.May.13;37,71766667;18,9175;HL;25.06.2013 00:00:00;25.06.2013 00:00:00;1440;24;0;MA;6,7;0,279166667
2013002;18;2013002018;30.May.13;38,149;18,80716667;TB;25.06.2013 15:50:00;25.06.2013 07:07:00;917;15,28333333;12;SH;4,15;0,271537623
2012901;18;2012901018;03.Nov.12;38,50183333;18,74333333;TB;25.06.2013 13:20:00;25.06.2013 12:07:00;1367;22,78333333;20;A.M;0,363;0,015932699
2012901;19;2012901019;03.Nov.12;38,50183333;18,74466667;TB;25.06.2013 13:46:00;25.06.2013 06:50:00;1736;28,93333333;21;SMS;0,972;0,03359447
2013002;19;2013002019;30.May.13;38,149;18,79716667;TB;25.06.2013 15:57:00;25.06.2013 06:45:00;888;14,8;35;MA;0;0
2012901;20;2012901020;04.Nov.12;38,50183333;18,744;TB;25.06.2013 13:45:00;25.06.2013 06:40:00;1735;28,91666667;21;SH.B;1,605;0,055504323
2013002;20;2013002020;30.May.13;38,14883333;18,7945;TB;25.06.2013 16:06:00;25.06.2013 09:35:00;1049;17,48333333;35;MA;0;0
2012901;21;2012901021;04.Nov.12;38,43333333;18,45;GN;25.06.2013 20:30:00;25.06.2013 06:30:00;840;14;15;AN;8,2;0,585714286
2013002;21;2013002021;30.May.13;38,14683333;18,7925;TB;25.06.2013 16:16:00;25.06.2013 09:27:00;1031;17,18333333;36;MA;0;0
2013002;22;2013002022;30.May.13;38,13666667;18,786;TB;25.06.2013 16:28:00;25.06.2013 09:19:00;1010,98;16,84966667;36;MA;0;0
2012901;22;2012901022;05.Nov.12;38,43333333;18,45;TB;25.06.2013 06:01:00;25.06.2013 07:01:00;1500;25;15;AS;2,39;0,0956
2013002;23;2013002023;30.May.13;38,128;18,781;TB;25.06.2013 16:43:00;25.06.2013 09:06:00;982,98;16,383;36;MA;0;0
2012901;23;2012901023;05.Nov.12;38,45;18,455;TB;25.06.2013 08:15:00;25.06.2013 15:50:00;1894,98;31,583;10;A.S;19,33;0,612038122
2012901;24;2012901024;05.Nov.12;38,45;18,455;TB;25.06.2013 08:25:00;25.06.2013 15:40:00;1875;31,25;5;;0;0
2013002;24;2013002024;30.May.13;38,10533333;18,775;TB;25.06.2013 16:51:00;25.06.2013 09:53:00;1022;17,03333333;34;MA;0;0
2012901;25;2012901025;05.Nov.12;38,3525;18,45333333;TB;25.06.2013 08:30:00;25.06.2013 16:03:00;1892,98;31,54966667;10;A.S;7,15;0,2266268
2013002;25;2013002025;30.May.13;38,1115;18,77433333;TB;25.06.2013 16:59:00;25.06.2013 08:45:00;946;15,76666667;33;MA;0;0
2013002;26;2013002026;30.May.13;38,16166667;18,76983333;TB;25.06.2013 17:33:00;25.06.2013 08:18:00;885;14,75;11;MA;11,71;0,793898305
2012901;26;2012901026;05.Nov.12;38,43583333;18,4525;TS;25.06.2013 08:40:00;25.06.2013 16:10:00;1890;31,5;10;;0;0
2013002;27;2013002027;30.May.13;38,16716667;18,76683333;TB;25.06.2013 17:43:00;25.06.2013 08:09:00;866;14,43333333;24;MA;1,54;0,10669746
2012901;27;2012901027;05.Nov.12;38,44733333;18,4515;TB;25.06.2013 08:50:00;25.06.2013 16:15:00;1885;31,41666667;5;KHAH;0;0
2012901;28;2012901028;05.Nov.12;38,44683333;18,4515;TB;25.06.2013 09:00:00;25.06.2013 16:52:00;1911,98;31,86633333;16;KHAH;0,25;0,00784527
2013002;28;2013002028;30.May.13;38,27083333;18,76683333;TB;25.06.2013 17:55:00;25.06.2013 08:07:00;851,98;14,19966667;16;MA;0;0
2012901;29;2012901029;05.Nov.12;38,44533333;18,453;TS;25.06.2013 09:05:00;25.06.2013 16:29:00;1884;31,4;14;KHAH;6,1;0,194267516
2013002;29;2013002029;30.May.13;38,16733333;18,7915;TB;25.06.2013 18:22:00;25.06.2013 07:10:00;767,98;12,79966667;12;MA;0;0
2012901;30;2012901030;05.Nov.12;38,47816667;18,45283333;TB;25.06.2013 09:10:00;25.06.2013 16:35:00;1884,98;31,41633333;25;EO;0;0
2012901;31;2012901031;07.Nov.12;38,47766667;18,45216667;TB;25.06.2013 09:15:00;25.06.2013 07:57:00;1518;25,3;22;EO;0;0
2012901;32;2012901032;05.Nov.12;38,44433333;18,45116667;TB;25.06.2013 09:20:00;25.06.2013 07:55:00;1365;22,75;19;A.S;6,33;0,278241758
2013002;32;2013002032;31.May.13;38,18433333;18,819;TB;25.06.2013 11:34:00;25.06.2013 09:13:00;1299;21,65;47;MA;0;0
2013002;33;2013002033;31.May.13;38,18433333;18,819;TB;25.06.2013 11:41:00;25.06.2013 09:19:00;1297,98;21,633;48;MA;1,04;0,048074701
2012901;33;2012901033;05.Nov.12;38,474;18,45183333;TB;25.06.2013 09:30:00;25.06.2013 07:15:00;1305;21,75;40;A.S;0;0
2013002;34;2013002034;31.May.13;38,19233333;18,81966667;TB;25.06.2013 11:48:00;25.06.2013 09:28:00;1299,98;21,66633333;53;MA;0;0
2012901;34;2012901034;05.Nov.12;38,43883333;18,451;TB;25.06.2013 09:40:00;25.06.2013 07:33:00;1313;21,88333333;26;A.S;0,4;0,018278751
2012901;35;2012901035;05.Nov.12;38,44133333;18,454;TB;25.06.2013 11:10:00;25.06.2013 16:54:00;1784;29,73333333;22;EO;0;0
2013002;35;2013002035;31.May.13;38,1985;18,82016667;TB;25.06.2013 11:55:00;25.06.2013 09:37:00;1301,98;21,69966667;52;MA;0;0
2012901;36;2012901036;05.Nov.12;38,44133333;18,454;TS;25.06.2013 11:35:00;25.06.2013 09:10:00;1294,98;21,583;70;EO;0;0
2013002;36;2013002036;31.May.13;38,20833333;18,82016667;TB;25.06.2013 12:03:00;25.06.2013 09:50:00;1306,98;21,783;54;MA;5,69;0,261212872
2013002;37;2013002037;31.May.13;38,219;18,82;TB;25.06.2013 12:12:00;25.06.2013 10:10:00;1318;21,96666667;60;MA;11,03;0,502124431
2012901;37;2012901037;05.Nov.12;38,40966667;18,4515;TB;25.06.2013 11:50:00;25.06.2013 09:13:00;1357;22,61666667;66;A.S;2,246;0,099307296
2013002;38;2013002038;31.May.13;38,162;18,84233333;TB;25.06.2013 12:48:00;25.06.2013 07:12:00;1104;18,4;13;MA;2,97;0,161413043
2012901;38;2012901038;05.Nov.12;38,40783333;18,45133333;TB;25.06.2013 12:00:00;25.06.2013 09:34:00;1294;21,56666667;60;EO;0;0
2013002;39;2013002039;31.May.13;38,1605;18,85233333;TB;25.06.2013 13:01:00;25.06.2013 07:24:00;1103;18,38333333;27;MA;1,42;0,07724388
2012901;39;2012901039;05.Nov.12;38,40233333;18,45116667;TS;25.06.2013 12:20:00;25.06.2013 09:53:00;1293;21,55;90;AS;0,7;0,032482599
2012901;40;2012901040;05.Nov.12;38,39933333;18,46033333;TS;25.06.2013 12:20:00;25.06.2013 09:53:00;1293;21,55;90;AS;0;0
2013002;40;2013002040;31.May.13;38,16083333;18,8535;TB;25.06.2013 13:06:00;25.06.2013 07:34:00;1108;18,46666667;25;MA;1,66;0,089891697
2012901;41;2012901041;05.Nov.12;38,39966667;18,487;TB;25.06.2013 12:40:00;25.06.2013 10:23:00;1303;21,71666667;20;AS;0;0
2013002;41;2013002041;31.May.13;38,1625;18,86966667;TB;25.06.2013 13:18:00;25.06.2013 07:47:00;1109;18,48333333;62;MA;0;0
2013002;42;2013002042;31.May.13;38,1575;18,87933333;TB;25.06.2013 13:27:00;25.06.2013 08:00:00;1113;18,55;78;MA;0;0
2012901;42;2012901042;05.Nov.12;38,397;18,487;TB;25.06.2013 12:50:00;25.06.2013 10:18:00;1288;21,46666667;17;AS;0;0
2012901;43;2012901043;06.Nov.12;38,397;18,4965;TB;25.06.2013 17:00:00;25.06.2013 10:43:00;866;14,43333333;27;KHAH;11,63;0,805773672
2013002;43;2013002043;31.May.13;38,1575;18,8865;TB;25.06.2013 13:45:00;25.06.2013 08:13:00;1108;18,46666667;88;MA;0;0
2013002;44;2013002044;31.May.13;38,17233333;18,8865;TB;25.06.2013 13:59:00;25.06.2013 08:26:00;1107;18,45;88;MA;0;0
2012901;44;2012901044;05.Nov.12;38,39833333;18,49716667;TB;25.06.2013 13:15:00;25.06.2013 10:44:00;1229;20,48333333;23;KHAH;0,72;0,035150529
2013002;45;2013002045;31.May.13;38,17966667;18,8105;TB;25.06.2013 14:38:00;25.06.2013 06:30:00;952;15,86666667;20;MA;3,05;0,192226891
2012901;45;2012901045;06.Nov.12;38,43333333;18,45;GN;25.06.2013 18:30:00;25.06.2013 06:00:00;750;12,5;30;KHAH;8,435;0,6748
2013002;46;2013002046;31.May.13;38,18083333;18,79616667;TB;25.06.2013 14:38:00;25.06.2013 06:30:00;952;15,86666667;20;MA;0;0
2012901;46;2012901046;07.Nov.12;38,14933333;18,807;GN;25.06.2013 15:15:00;25.06.2013 15:08:00;1433;23,88333333;12;AB;14;0,586182833
2013002;47;2013002047;31.May.13;38,16716667;18,79466667;HL;25.06.2013 16:30:00;25.06.2013 18:30:00;120;2;0;MA;2,28;1,14
2012901;47;2012901047;06.Nov.12;38,1495;18,79733333;TB;25.06.2013 15:35:00;25.06.2013 15:26:00;1431;23,85;37;AB;0;0
2012901;48;2012901048;06.Nov.12;38,1495;18,7935;TB;25.06.2013 15:40:00;25.06.2013 15:48:00;1448;24,13333333;35;AB;0;0
2013002;48;2013002048;01.Jun.13;38,50283333;18,74766667;TB;25.06.2013 15:02:00;25.06.2013 11:34:00;1232;20,53333333;15;MA;12,11;0,589772727
2012901;49;2012901049;09.Nov.12;38,14683333;18,79183333;TB;25.06.2013 15:46:00;25.06.2013 15:55:00;1431;23,85;36;AB;0;0
2013002;49;2013002049;01.Jun.13;38,5065;18,73983333;TB;25.06.2013 15:13:00;25.06.2013 06:59:00;946;15,76666667;12;MA;9,25;0,586680761
2013002;50;2013002050;01.Jun.13;38,5065;18,73916667;TB;25.06.2013 15:27:00;25.06.2013 06:48:00;920,98;15,34966667;42;MA;1,86;0,12117527
2012901;50;2012901050;06.Nov.12;38,13666667;18,78633333;TB;25.06.2013 16:05:00;25.06.2013 16:00:00;1435;23,91666667;36;AB;2,6;0,108710801
2013002;51;2013002051;01.Jun.13;38,50116667;18,73316667;TB;25.06.2013 16:10:00;25.06.2013 07:20:00;910;15,16666667;46;MA;1,4;0,092307692
2012901;51;2012901051;06.Nov.12;38,12716667;18,7805;TB;25.06.2013 16:20:00;25.06.2013 16:10:00;1430;23,83333333;35;AB;0;0
2013002;52;2013002052;01.Jun.13;38,5015;18,73366667;TB;25.06.2013 16:12:00;25.06.2013 07:14:00;901,98;15,033;50;MA;0;0
2012901;52;2012901052;06.Nov.12;38,11633333;18,775;TB;25.06.2013 16:25:00;25.06.2013 16:25:00;1440;24;35;AB;0,27;0,01125
2013002;53;2013002053;01.Jun.13;38,49933333;18,7315;TB;25.06.2013 16:30:00;25.06.2013 07:26:00;895,98;14,933;55;MA;1,3;0,087055515
2012901;53;2012901053;06.Nov.12;38,11066667;18,774;TS;25.06.2013 16:35:00;25.06.2013 16:35:00;1440;24;33;AN;0;0
2012901;54;2012901054;06.Nov.12;38,14666667;18,80683333;GN;25.06.2013 18:08:00;25.06.2013 06:36:00;748;12,46666667;25;EO;2,32;0,186096257
2013002;54;2013002054;01.Jun.13;38,49816667;18,7295;TB;25.06.2013 16:35:00;25.06.2013 07:33:00;898;14,96666667;82;MA;3,6;0,240534521
2013002;55;2013002055;01.Jun.13;38,4855;18,7305;TB;25.06.2013 17:01:00;25.06.2013 07:50:00;889;14,81666667;27;MA;10;0,674915636
2012901;55;2012901055;06.Nov.12;38,14416667;18,81;GN;25.06.2013 18:10:00;25.06.2013 06:35:00;695;11,58333333;26;AN;0;0
2013002;56;2013002056;01.Jun.13;38,4855;18,73116667;TB;25.06.2013 17:02:00;25.06.2013 07:56:00;894;14,9;35;MA;3,6;0,241610738
2012901;56;2012901056;06.Nov.12;38,138;18,8005;GN;25.06.2013 18:00:00;25.06.2013 06:56:00;664;11,06666667;36;AN;0,81;0,073192771
2012901;57;2012901057;07.Nov.12;38,16183333;18,85383333;TB;25.06.2013 09:10:00;25.06.2013 09:00:00;1430;23,83333333;24;AN;0,72;0,03020979
2013002;57;2013002057;02.Jun.13;38,48116667;18,73466667;TB;25.06.2013 17:12:00;25.06.2013 08:06:00;894;14,9;25;MA;4,74;0,318120805
2012901;58;2012901058;07.Nov.12;38,16233333;18,8425;TS;25.06.2013 09:10:00;25.06.2013 09:29:00;1459;24,31666667;9;AN;0;0
2013002;58;2013002058;02.Jun.13;38,505;18,748;TB;25.06.2013 17:54:00;25.06.2013 11:48:00;1074;17,9;20;MA;0;0
2012901;59;2012901059;07.Nov.12;38,1605;18,85266667;TB;25.06.2013 09:56:00;25.06.2013 09:40:00;1424;23,73333333;27;AN;0;0
2013002;59;2013002059;01.Jun.13;38,509;18,748;TB;25.06.2013 17:59:00;25.06.2013 11:57:00;1078;17,96666667;20;MA;13,04;0,725788497
2013002;60;2013002060;02.Jun.13;38,5;18,74533333;TB;25.06.2013 18:24:00;25.06.2013 12:36:00;1091,98;18,19966667;16;MA;2,47;0,135716771
2012901;60;2012901060;07.Nov.12;38,16066667;18,85333333;TS;25.06.2013 10:00:00;25.06.2013 09:48:00;1332;22,2;24;AN;0,72;0,032432432
2013002;61;2013002061;01.Jun.13;38,499;18,74533333;TB;25.06.2013 18:22:00;25.06.2013 12:28:00;1085,98;18,09966667;15;MA;0;0
2012901;61;2012901061;07.Nov.12;38,16266667;18,86933333;TB;25.06.2013 10:16:00;25.06.2013 10:11:00;1435;23,91666667;61;AN;0;0
2012901;62;2012901062;07.Nov.12;38,1575;18,879;TB;25.06.2013 10:25:00;25.06.2013 10:23:00;1437;23,95;79;AN;0;0
2013002;62;2013002062;02.Jun.13;38,49983333;18,74366667;TB;25.06.2013 18:33:00;25.06.2013 12:20:00;1066,98;17,783;15;MA;0;0
2012901;63;2012901063;07.Nov.12;38,1575;18,8865;TB;25.06.2013 10:40:00;25.06.2013 10:31:00;1431;23,85;88;AN;0,6;0,025157233
2013002;63;2013002063;02.Jun.13;38,49983333;18,74366667;TB;25.06.2013 18:38:00;25.06.2013 12:12:00;1053,98;17,56633333;23;MA;8,94;0,508928063
2013002;64;2013002064;02.Jun.13;38,50116667;18,7445;GN;25.06.2013 18:30:00;25.06.2013 07:30:00;779,98;12,99966667;0;MA;5,57;0,428472525
2012901;64;2012901064;07.Nov.12;38,17566667;18,82;TB;25.06.2013 11:38:00;25.06.2013 08:06:00;1228;20,46666667;15;AS;0;0
2013002;65;2013002065;02.Jun.13;38,51033333;18,74033333;TB;25.06.2013 08:30:00;25.06.2013 07:29:00;1379;22,98333333;22;MA;5,26;0,228861494
2012901;65;2012901065;07.Nov.12;38,18466667;18,819;TS;25.06.2013 11:56:00;25.06.2013 08:08:00;1212;20,2;47;AS;0;0
2013002;66;2013002066;02.Jun.13;38,512;18,74383333;TB;25.06.2013 08:48:00;25.06.2013 07:20:00;1351,98;22,533;60;MA;1,7;0,075444903
2012901;66;2012901066;07.Nov.12;38,18583333;18,819;TB;25.06.2013 11:55:00;25.06.2013 08:17:00;1222;20,36666667;49;AS;0;0
2013002;67;2013002067;02.Jun.13;38,5115;18,74733333;TB;25.06.2013 08:59:00;25.06.2013 06:47:00;1307,98;21,79966667;30;MA;12,53;0,574779431
2012901;67;2012901067;07.Nov.12;38,1925;18,81966667;TB;25.06.2013 12:15:00;25.06.2013 08:25:00;1210;20,16666667;51;AS;0;0
2013002;68;2013002068;02.Jun.13;38,51216667;18,74733333;TB;25.06.2013 09:05:00;25.06.2013 06:59:00;1314;21,9;51;MA;11,44;0,522374429
2012901;68;2012901068;07.Nov.12;38,19866667;18,82033333;TB;25.06.2013 12:25:00;25.06.2013 08:35:00;1210;20,16666667;52;AS;0;0
2012901;69;2012901069;07.Nov.12;38,208;18,82033333;TS;25.06.2013 12:35:00;25.06.2013 08:45:00;1210;20,16666667;55;AS;0;0
2013002;69;2013002069;02.Jun.13;38,4945;18,74366667;TB;25.06.2013 11:10:00;25.06.2013 07:54:00;1244;20,73333333;9;MA;0;0
2012901;70;2012901070;07.Nov.12;38,21733333;18,82033333;TB;25.06.2013 12:45:00;25.06.2013 08:54:00;1209;20,15;56;AS;0;0
2013002;70;2013002070;02.Jun.13;38,49533333;18,74283333;TB;25.06.2013 11:19:00;25.06.2013 07:54:00;1235;20,58333333;10;MA;7,42;0,36048583
2013002;71;2013002071;02.Jun.13;38,50116667;18,7445;HL;25.06.2013 16:00:00;25.06.2013 18:00:00;1560;26;15;MA;9,08;0,349230769
2012901;71;2012901071;07.Nov.12;38,15;18,8;GN;25.06.2013 18:00:00;25.06.2013 06:00:00;720;12;0;AS;0,8;0,066666667
2012901;72;2012901072;08.Nov.12;37,75283333;18,75116667;TB;25.06.2013 18:10:00;25.06.2013 06:20:00;710;11,83333333;17;AS;0,68;0,057464789
2013002;72;2013002072;03.Jun.13;38,51033333;18,52366667;TB;25.06.2013 08:32:00;25.06.2013 07:29:00;1376,98;22,94966667;22;MA;0;0
2012901;73;2012901073;08.Nov.12;37,751;18,75333333;TB;25.06.2013 18:12:00;25.06.2013 18:30:00;1458;24,3;14;AS;0;0
2013002;73;2013002073;03.Jun.13;38,67116667;18,53116667;TB;25.06.2013 13:41:00;25.06.2013 07:23:00;1061,98;17,69966667;22;MA;0;0
2012901;74;2012901074;08.Nov.12;37,80366667;18,752;GN;25.06.2013 18:10:00;25.06.2013 10:00:00;950;15,83333333;0;AS;38;2,4
2013002;74;2013002074;03.Jun.13;38,67116667;18,52916667;TB;25.06.2013 14:20:00;25.06.2013 07:00:00;1000;16,66666667;22;MA;6,28;0,3768
2012901;75;2012901075;08.Nov.12;37,75466667;18,749;GN;25.06.2013 08:11:00;25.06.2013 18:30:00;619;10,31666667;15;AN;0;0
2013002;75;2013002075;03.Jun.13;38,6555;18,53866667;TB;25.06.2013 16:06:00;25.06.2013 07:47:00;941;15,68333333;56;MA;2,8;0,178533475
2013002;76;2013002076;03.Jun.13;38,66066667;18,53616667;TB;25.06.2013 16:20:00;25.06.2013 07:37:00;917;15,28333333;51;MA;20,03;1,310577972
2012901;76;2012901076;09.Nov.12;37,75116667;18,868;TB;25.06.2013 09:11:00;25.06.2013 10:50:00;1538,98;25,64966667;23;AN;0;0
2013002;77;2013002077;04.Jun.13;38,47333333;18,42066667;TB;25.06.2013 14:29:00;25.06.2013 06:50:00;980,98;16,34966667;25;MA;0,82;0,050153928
2012901;77;2012901077;09.Nov.12;37,7665;18,87883333;TB;25.06.2013 09:11:00;25.06.2013 11:40:00;1588,98;26,483;22;AN;3,8;0,143488275
2013002;78;2013002078;04.Jun.13;38,3335;18,44533333;TB;25.06.2013 15:00:00;25.06.2013 07:34:00;994;16,56666667;7;MA;7,56;0,456338028
2012901;78;2012901078;09.Nov.12;37,769;18,87966667;TB;25.06.2013 09:11:00;25.06.2013 11:05:00;1553,98;25,89966667;15;AN;0;0
2013002;79;2013002079;04.Jun.13;38,44783333;18,45566667;TB;25.06.2013 15:14:00;25.06.2013 10:20:00;1145,98;19,09966667;5;MA;1,12;0,058639767
2012901;79;2012901079;09.Nov.12;37,769;18,88283333;TB;25.06.2013 09:11:00;25.06.2013 11:05:00;1553,98;25,89966667;7;AN;0;0
2013002;80;2013002080;04.Jun.13;38,4435;18,45566667;TB;25.06.2013 15:22:00;25.06.2013 10:13:00;1130,98;18,84966667;22;MA;0,52;0,027586695
2012901;80;2012901080;09.Nov.12;37,769;18,88283333;TB;25.06.2013 09:11:00;25.06.2013 11:20:00;1568,98;26,14966667;9;AN;0;0
2013002;81;2013002081;04.Jun.13;38,433;18,4485;TB;25.06.2013 15:39:00;25.06.2013 07:46:00;966,98;16,11633333;22;MA;8,9;0,552234793
2012901;81;2012901081;09.Nov.12;37,77116667;18,88116667;TS;25.06.2013 09:11:00;25.06.2013 11:25:00;1573,98;26,233;12;AN;0;0
2013002;82;2013002082;04.Jun.13;38,42516667;18,44866667;TB;25.06.2013 15:49:00;25.06.2013 07:59:00;969,98;16,16633333;69;MA;9,82;0,607435205
2012901;82;2012901082;09.Nov.12;37,77183333;18,87933333;TB;25.06.2013 09:11:00;25.06.2013 11:35:00;1583,98;26,39966667;17;AN;0;0
2013002;83;2013002083;04.Jun.13;38,415;18,44966667;TB;25.06.2013 16:02:00;25.06.2013 08:25:00;982,98;16,383;52;MA;1,66;0,101324544
2012901;83;2012901083;09.Nov.12;37,77116667;18,89083333;TS;25.06.2013 09:11:00;25.06.2013 11:45:00;1593,98;26,56633333;13;AN;0;0
2013002;84;2013002084;04.Jun.13;38,40866667;18,45166667;TB;25.06.2013 16:12:00;25.06.2013 08:38:00;985,98;16,433;60;MA;6,42;0,390677296
2012901;84;2012901084;09.Nov.12;37,711;18,92683333;TB;25.06.2013 09:11:00;25.06.2013 13:15:00;1683,98;28,06633333;25;AN;0;0
2013002;85;2013002085;04.Jun.13;38,402;18,45166667;TB;25.06.2013 16:22:00;25.06.2013 08:51:00;989;16,48333333;53;MA;3,41;0,206875632
2012901;85;2012901085;09.Nov.12;37,707;18,92816667;TB;25.06.2013 09:11:00;25.06.2013 13:20:00;1688,98;28,14966667;27;AN;2,2;0,078153679
2012901;86;2012901086;09.Nov.12;37,70416667;18,9275;TS;25.06.2013 09:11:00;25.06.2013 13:25:00;1694;28,23333333;25;AN;8,54;0,302479339
2013002;86;2013002086;04.Jun.13;38,41716667;18,46216667;TB;25.06.2013 16:34:00;25.06.2013 09:09:00;994,98;16,583;36;MA;0;0
2012901;87;2012901087;09.Nov.12;37,70083333;18,92883333;TB;25.06.2013 09:11:00;25.06.2013 13:30:00;1698,98;28,31633333;27;AN;13,2;0,46616205
2013002;87;2013002087;04.Jun.13;38,423;18,467;TB;25.06.2013 16:42:00;25.06.2013 09:19:00;997;16,61666667;23;MA;0,42;0,025275827
2013002;88;2013002088;04.Jun.13;38,43133333;18,476;TB;25.06.2013 15:51:00;25.06.2013 09:35:00;1064;17,73333333;76;MA;0;0
2012901;88;2012901088;09.Nov.12;37,698;18,931;TB;25.06.2013 09:11:00;25.06.2013 13:42:00;1710,98;28,51633333;27;AN;5,5;0,192871921
2013002;89;2013002089;04.Jun.13;38,44133333;18,47933333;TB;25.06.2013 17:01:00;25.06.2013 09:05:00;963,98;16,06633333;13;MA;2,1;0,130708106
2012901;89;2012901089;09.Nov.12;37,6965;18,931;TS;25.06.2013 09:11:00;25.06.2013 13:48:00;1716,98;28,61633333;29;AN;2,31;0,08072313
